expense_id,group_id,payer_id,participants,amount,currency,merchant,category,timestamp,num_participants,is_fraud
exp_6967,group_19,user_940,"[{'user_id': 'user_940', 'amount': np.float64(3.14)}, {'user_id': 'user_233', 'amount': np.float64(3.75)}]",6.89,EUR,Restaurant ABC,food,2025-07-20T17:03:00,2,0
exp_1943,group_37,user_929,"[{'user_id': 'user_929', 'amount': np.float64(7.27)}, {'user_id': 'user_80', 'amount': np.float64(5.09)}]",12.36,USD,Restaurant ABC,travel,2025-03-25T17:25:00,2,0
exp_4220,group_83,user_780,"[{'user_id': 'user_780', 'amount': np.float64(18.78)}, {'user_id': 'user_73', 'amount': np.float64(21.12)}, {'user_id': 'user_288', 'amount': np.float64(20.85)}]",60.75,CAD,Grocery Store XYZ,entertainment,2025-04-22T16:33:00,3,0
exp_7915,group_25,user_662,"[{'user_id': 'user_662', 'amount': np.float64(9.43)}, {'user_id': 'user_840', 'amount': np.float64(11.31)}, {'user_id': 'user_969', 'amount': np.float64(10.18)}, {'user_id': 'user_971', 'amount': np.float64(8.82)}]",39.74,USD,Taxi Service PQR,business,2024-12-23T14:50:00,4,0
exp_5376,group_24,user_965,"[{'user_id': 'user_965', 'amount': np.float64(4.55)}, {'user_id': 'user_457', 'amount': np.float64(3.69)}, {'user_id': 'user_261', 'amount': np.float64(2.96)}, {'user_id': 'user_272', 'amount': np.float64(2.97)}]",14.17,USD,Airline MNO,healthcare,2025-05-29T15:13:00,4,0
exp_8352,group_84,user_89,"[{'user_id': 'user_89', 'amount': np.float64(2.23)}, {'user_id': 'user_908', 'amount': np.float64(2.77)}]",5.0,USD,Electronics Store VWX,accommodation,2025-07-05T12:18:00,2,0
exp_5808,group_25,user_856,"[{'user_id': 'user_856', 'amount': np.float64(3.81)}, {'user_id': 'user_543', 'amount': np.float64(3.89)}]",7.7,GBP,Pharmacy STU,groceries,2024-12-03T10:10:00,2,0
exp_719,group_34,user_751,"[{'user_id': 'user_751', 'amount': np.float64(3.61)}, {'user_id': 'user_298', 'amount': np.float64(3.07)}]",6.68,USD,Gas Station 123,food,2025-08-06T19:53:00,2,0
exp_119,group_89,user_553,"[{'user_id': 'user_553', 'amount': np.float64(2.75)}, {'user_id': 'user_828', 'amount': np.float64(2.25)}]",5.0,USD,Airline MNO,utilities,2025-01-12T15:38:00,2,0
exp_5397,group_96,user_918,"[{'user_id': 'user_918', 'amount': np.float64(1.64)}, {'user_id': 'user_620', 'amount': np.float64(2.11)}, {'user_id': 'user_888', 'amount': np.float64(1.68)}, {'user_id': 'user_556', 'amount': np.float64(1.94)}]",7.37,USD,Gas Station 123,transport,2024-12-18T22:49:00,4,0
exp_4707,group_63,user_461,"[{'user_id': 'user_461', 'amount': np.float64(26.83)}, {'user_id': 'user_258', 'amount': np.float64(22.75)}]",49.58,USD,Coffee Shop DEF,travel,2025-05-10T13:56:00,2,0
exp_4590,group_58,user_940,"[{'user_id': 'user_940', 'amount': np.float64(3.57)}, {'user_id': 'user_396', 'amount': np.float64(5.84)}, {'user_id': 'user_903', 'amount': np.float64(5.31)}]",14.72,USD,Online Store GHI,shopping,2025-05-10T11:53:00,3,0
exp_8868,group_6,user_214,"[{'user_id': 'user_214', 'amount': np.float64(7.76)}, {'user_id': 'user_651', 'amount': np.float64(5.51)}, {'user_id': 'user_431', 'amount': np.float64(6.87)}]",20.14,GBP,Gas Station 123,utilities,2025-08-25T13:10:00,3,0
exp_8757,group_60,user_880,"[{'user_id': 'user_880', 'amount': np.float64(1.76)}, {'user_id': 'user_802', 'amount': np.float64(2.22)}, {'user_id': 'user_922', 'amount': np.float64(1.89)}, {'user_id': 'user_513', 'amount': np.float64(2.27)}]",8.14,USD,Coffee Shop DEF,utilities,2025-02-19T16:22:00,4,0
exp_1365,group_56,user_514,"[{'user_id': 'user_514', 'amount': np.float64(7.65)}, {'user_id': 'user_947', 'amount': np.float64(9.09)}, {'user_id': 'user_464', 'amount': np.float64(10.95)}]",27.69,EUR,Grocery Store XYZ,travel,2025-02-11T06:49:00,3,0
exp_2809,group_97,user_757,"[{'user_id': 'user_757', 'amount': np.float64(35.13)}, {'user_id': 'user_713', 'amount': np.float64(40.98)}, {'user_id': 'user_370', 'amount': np.float64(45.3)}]",121.41,USD,Electronics Store VWX,accommodation,2025-01-11T17:35:00,3,0
exp_466,group_58,user_378,"[{'user_id': 'user_378', 'amount': np.float64(17.76)}, {'user_id': 'user_95', 'amount': np.float64(14.54)}]",32.3,USD,Taxi Service PQR,healthcare,2025-06-12T21:06:00,2,0
exp_8417,group_49,user_736,"[{'user_id': 'user_736', 'amount': np.float64(9.0)}, {'user_id': 'user_957', 'amount': np.float64(12.48)}]",21.48,USD,Airline MNO,business,2024-09-26T15:24:00,2,0
exp_3141,group_35,user_450,"[{'user_id': 'user_450', 'amount': np.float64(2.66)}, {'user_id': 'user_572', 'amount': np.float64(2.34)}]",5.0,AUD,Pharmacy STU,food,2024-12-10T14:56:00,2,0
exp_1326,group_50,user_958,"[{'user_id': 'user_958', 'amount': np.float64(1.42)}, {'user_id': 'user_77', 'amount': np.float64(1.26)}, {'user_id': 'user_557', 'amount': np.float64(1.17)}, {'user_id': 'user_941', 'amount': np.float64(1.15)}]",5.0,USD,Gas Station 123,travel,2025-04-16T13:18:00,4,0
exp_5953,group_43,user_464,"[{'user_id': 'user_464', 'amount': np.float64(6.39)}, {'user_id': 'user_288', 'amount': np.float64(6.45)}, {'user_id': 'user_976', 'amount': np.float64(5.18)}]",18.02,USD,Coffee Shop DEF,healthcare,2024-11-15T20:24:00,3,0
exp_4149,group_57,user_484,"[{'user_id': 'user_484', 'amount': np.float64(73.08)}, {'user_id': 'user_921', 'amount': np.float64(63.75)}]",136.83,USD,Pharmacy STU,healthcare,2025-09-08T13:03:00,2,0
exp_6283,group_88,user_445,"[{'user_id': 'user_445', 'amount': np.float64(5.52)}, {'user_id': 'user_541', 'amount': np.float64(5.92)}, {'user_id': 'user_788', 'amount': np.float64(6.57)}, {'user_id': 'user_509', 'amount': np.float64(5.71)}]",23.72,USD,Coffee Shop DEF,business,2024-10-30T21:36:00,4,0
exp_9271,group_68,user_671,"[{'user_id': 'user_671', 'amount': np.float64(2.99)}, {'user_id': 'user_496', 'amount': np.float64(3.11)}]",6.1,USD,Airline MNO,business,2024-12-18T17:01:00,2,0
exp_6187,group_14,user_791,"[{'user_id': 'user_791', 'amount': np.float64(110.0)}, {'user_id': 'user_140', 'amount': np.float64(78.37)}, {'user_id': 'user_673', 'amount': np.float64(71.48)}]",259.85,USD,Clothing Store YZ,transport,2025-01-29T20:25:00,3,0
exp_1042,group_51,user_778,"[{'user_id': 'user_778', 'amount': np.float64(14.46)}, {'user_id': 'user_637', 'amount': np.float64(14.77)}]",29.23,AUD,Coffee Shop DEF,utilities,2025-03-14T13:18:00,2,0
exp_1153,group_15,user_431,"[{'user_id': 'user_431', 'amount': np.float64(34.07)}, {'user_id': 'user_203', 'amount': np.float64(29.49)}, {'user_id': 'user_448', 'amount': np.float64(28.67)}, {'user_id': 'user_125', 'amount': np.float64(29.07)}]",121.3,USD,Gas Station 123,transport,2025-08-15T07:15:00,4,0
exp_7289,group_73,user_237,"[{'user_id': 'user_237', 'amount': np.float64(3.01)}, {'user_id': 'user_639', 'amount': np.float64(2.97)}, {'user_id': 'user_281', 'amount': np.float64(3.02)}, {'user_id': 'user_541', 'amount': np.float64(3.65)}]",12.65,GBP,Electronics Store VWX,healthcare,2025-05-21T13:15:00,4,0
exp_824,group_71,user_16,"[{'user_id': 'user_16', 'amount': np.float64(10.41)}, {'user_id': 'user_646', 'amount': np.float64(7.8)}]",18.21,USD,Restaurant ABC,travel,2025-07-21T01:55:00,2,0
exp_7370,group_28,user_831,"[{'user_id': 'user_831', 'amount': np.float64(8.56)}, {'user_id': 'user_937', 'amount': np.float64(11.73)}, {'user_id': 'user_435', 'amount': np.float64(10.01)}]",30.3,USD,Clothing Store YZ,entertainment,2024-11-15T14:12:00,3,0
exp_3796,group_48,user_566,"[{'user_id': 'user_566', 'amount': np.float64(6.04)}, {'user_id': 'user_142', 'amount': np.float64(6.85)}, {'user_id': 'user_225', 'amount': np.float64(5.46)}]",18.35,USD,Gas Station 123,healthcare,2025-05-10T17:52:00,3,0
exp_4994,group_64,user_613,"[{'user_id': 'user_613', 'amount': np.float64(2.36)}, {'user_id': 'user_321', 'amount': np.float64(2.64)}]",5.0,CAD,Electronics Store VWX,entertainment,2025-05-20T15:26:00,2,0
exp_7471,group_3,user_283,"[{'user_id': 'user_283', 'amount': np.float64(2.77)}, {'user_id': 'user_932', 'amount': np.float64(2.37)}]",5.14,EUR,Electronics Store VWX,entertainment,2025-05-27T15:22:00,2,0
exp_8419,group_89,user_149,"[{'user_id': 'user_149', 'amount': np.float64(2.11)}, {'user_id': 'user_700', 'amount': np.float64(2.89)}]",5.0,USD,Airline MNO,food,2024-11-23T14:41:00,2,0
exp_8637,group_85,user_160,"[{'user_id': 'user_160', 'amount': np.float64(11.75)}, {'user_id': 'user_317', 'amount': np.float64(10.75)}]",22.5,USD,Coffee Shop DEF,shopping,2025-01-04T10:23:00,2,0
exp_7262,group_62,user_932,"[{'user_id': 'user_932', 'amount': np.float64(9.26)}, {'user_id': 'user_784', 'amount': np.float64(12.63)}, {'user_id': 'user_378', 'amount': np.float64(14.5)}]",36.39,GBP,Taxi Service PQR,travel,2025-03-01T17:13:00,3,0
exp_7897,group_16,user_719,"[{'user_id': 'user_719', 'amount': np.float64(17.72)}, {'user_id': 'user_30', 'amount': np.float64(18.54)}, {'user_id': 'user_660', 'amount': np.float64(14.12)}]",50.38,USD,Grocery Store XYZ,transport,2024-10-17T21:47:00,3,0
exp_6403,group_63,user_418,"[{'user_id': 'user_418', 'amount': np.float64(3.39)}, {'user_id': 'user_475', 'amount': np.float64(4.7)}]",8.09,USD,Clothing Store YZ,groceries,2024-11-07T19:28:00,2,0
exp_7931,group_82,user_893,"[{'user_id': 'user_893', 'amount': np.float64(2.39)}, {'user_id': 'user_382', 'amount': np.float64(3.67)}, {'user_id': 'user_159', 'amount': np.float64(3.63)}]",9.69,GBP,Electronics Store VWX,accommodation,2025-07-22T17:51:00,3,0
exp_8033,group_6,user_422,"[{'user_id': 'user_422', 'amount': np.float64(4.16)}, {'user_id': 'user_81', 'amount': np.float64(3.27)}, {'user_id': 'user_644', 'amount': np.float64(3.4)}]",10.83,GBP,Online Store GHI,shopping,2025-03-25T11:27:00,3,0
exp_5259,group_19,user_326,"[{'user_id': 'user_326', 'amount': np.float64(3.28)}, {'user_id': 'user_109', 'amount': np.float64(3.16)}]",6.44,USD,Online Store GHI,food,2025-08-13T20:57:00,2,0
exp_9233,group_59,user_10,"[{'user_id': 'user_10', 'amount': np.float64(75.85)}, {'user_id': 'user_951', 'amount': np.float64(75.44)}]",151.29,GBP,Electronics Store VWX,groceries,2024-10-11T15:27:00,2,0
exp_483,group_11,user_336,"[{'user_id': 'user_336', 'amount': np.float64(4.82)}, {'user_id': 'user_547', 'amount': np.float64(5.09)}]",9.91,EUR,Online Store GHI,shopping,2025-06-09T12:25:00,2,0
exp_7333,group_63,user_549,"[{'user_id': 'user_549', 'amount': np.float64(12.53)}, {'user_id': 'user_630', 'amount': np.float64(12.66)}]",25.19,AUD,Gas Station 123,shopping,2025-05-16T17:41:00,2,0
exp_3634,group_73,user_633,"[{'user_id': 'user_633', 'amount': np.float64(3.35)}, {'user_id': 'user_69', 'amount': np.float64(5.17)}, {'user_id': 'user_313', 'amount': np.float64(5.08)}]",13.6,USD,Gas Station 123,utilities,2024-12-04T14:43:00,3,0
exp_6419,group_3,user_478,"[{'user_id': 'user_478', 'amount': np.float64(3.5)}, {'user_id': 'user_366', 'amount': np.float64(5.45)}, {'user_id': 'user_408', 'amount': np.float64(5.11)}]",14.06,USD,Hotel JKL,utilities,2024-12-08T16:02:00,3,0
exp_5429,group_75,user_714,"[{'user_id': 'user_714', 'amount': np.float64(1.06)}, {'user_id': 'user_441', 'amount': np.float64(1.48)}, {'user_id': 'user_380', 'amount': np.float64(1.27)}, {'user_id': 'user_160', 'amount': np.float64(1.19)}]",5.0,USD,Pharmacy STU,transport,2025-01-05T03:53:00,4,0
fraud_28,group_32,user_75,"[{'user_id': 'user_126', 'amount': 60.21}]",60.21,USD,Online Store GHI,entertainment,2025-03-13T12:43:00,1,1
exp_8368,group_41,user_529,"[{'user_id': 'user_529', 'amount': np.float64(5.87)}, {'user_id': 'user_522', 'amount': np.float64(4.37)}]",10.24,USD,Restaurant ABC,utilities,2025-06-23T07:13:00,2,0
exp_1189,group_56,user_287,"[{'user_id': 'user_287', 'amount': np.float64(2.42)}, {'user_id': 'user_382', 'amount': np.float64(2.58)}]",5.0,GBP,Clothing Store YZ,groceries,2025-07-11T13:15:00,2,0
exp_7955,group_92,user_441,"[{'user_id': 'user_441', 'amount': np.float64(275.91)}, {'user_id': 'user_120', 'amount': np.float64(360.31)}]",636.22,GBP,Electronics Store VWX,entertainment,2024-12-20T14:48:00,2,0
exp_953,group_58,user_499,"[{'user_id': 'user_499', 'amount': np.float64(6.77)}, {'user_id': 'user_992', 'amount': np.float64(5.35)}]",12.12,EUR,Restaurant ABC,healthcare,2024-12-10T19:49:00,2,0
exp_4857,group_19,user_684,"[{'user_id': 'user_684', 'amount': np.float64(5.69)}, {'user_id': 'user_364', 'amount': np.float64(6.31)}]",12.0,USD,Taxi Service PQR,healthcare,2025-06-01T08:04:00,2,0
exp_3374,group_98,user_494,"[{'user_id': 'user_494', 'amount': np.float64(6.52)}, {'user_id': 'user_441', 'amount': np.float64(7.36)}]",13.88,USD,Coffee Shop DEF,groceries,2024-10-06T23:54:00,2,0
exp_2017,group_94,user_246,"[{'user_id': 'user_246', 'amount': np.float64(19.29)}, {'user_id': 'user_258', 'amount': np.float64(12.91)}]",32.2,EUR,Coffee Shop DEF,accommodation,2025-01-06T16:59:00,2,0
exp_3297,group_78,user_751,"[{'user_id': 'user_751', 'amount': np.float64(2.94)}, {'user_id': 'user_640', 'amount': np.float64(3.54)}]",6.48,EUR,Hotel JKL,business,2024-09-24T17:03:00,2,0
exp_8969,group_82,user_265,"[{'user_id': 'user_265', 'amount': np.float64(1.23)}, {'user_id': 'user_130', 'amount': np.float64(1.98)}, {'user_id': 'user_991', 'amount': np.float64(1.79)}]",5.0,EUR,Taxi Service PQR,utilities,2025-04-25T17:52:00,3,0
exp_8386,group_23,user_115,"[{'user_id': 'user_115', 'amount': np.float64(5.84)}, {'user_id': 'user_63', 'amount': np.float64(5.35)}, {'user_id': 'user_165', 'amount': np.float64(5.1)}]",16.29,GBP,Restaurant ABC,utilities,2025-06-11T18:22:00,3,0
exp_4251,group_57,user_175,"[{'user_id': 'user_175', 'amount': np.float64(9.52)}, {'user_id': 'user_491', 'amount': np.float64(8.07)}, {'user_id': 'user_562', 'amount': np.float64(10.85)}]",28.44,USD,Grocery Store XYZ,healthcare,2025-04-30T12:27:00,3,0
exp_6834,group_49,user_670,"[{'user_id': 'user_670', 'amount': np.float64(76.83)}, {'user_id': 'user_952', 'amount': np.float64(81.11)}]",157.94,EUR,Restaurant ABC,business,2024-12-27T17:18:00,2,0
exp_8139,group_45,user_322,"[{'user_id': 'user_322', 'amount': np.float64(25.76)}, {'user_id': 'user_825', 'amount': np.float64(26.59)}]",52.35,USD,Taxi Service PQR,transport,2024-09-25T20:10:00,2,0
exp_2516,group_86,user_145,"[{'user_id': 'user_145', 'amount': np.float64(4.68)}, {'user_id': 'user_918', 'amount': np.float64(6.42)}]",11.1,USD,Hotel JKL,entertainment,2025-09-17T23:52:00,2,0
exp_5990,group_45,user_637,"[{'user_id': 'user_637', 'amount': np.float64(15.22)}, {'user_id': 'user_346', 'amount': np.float64(16.9)}]",32.12,GBP,Pharmacy STU,accommodation,2024-12-01T21:08:00,2,0
exp_1449,group_86,user_300,"[{'user_id': 'user_300', 'amount': np.float64(7.25)}, {'user_id': 'user_530', 'amount': np.float64(10.65)}]",17.9,USD,Electronics Store VWX,travel,2024-12-15T13:43:00,2,0
exp_3701,group_33,user_591,"[{'user_id': 'user_591', 'amount': np.float64(2.45)}, {'user_id': 'user_576', 'amount': np.float64(3.15)}]",5.6,USD,Taxi Service PQR,accommodation,2025-06-24T16:29:00,2,0
exp_2355,group_57,user_183,"[{'user_id': 'user_183', 'amount': np.float64(9.15)}, {'user_id': 'user_580', 'amount': np.float64(7.9)}, {'user_id': 'user_554', 'amount': np.float64(9.76)}, {'user_id': 'user_306', 'amount': np.float64(8.94)}]",35.75,USD,Coffee Shop DEF,accommodation,2024-09-29T01:16:00,4,0
exp_6681,group_19,user_338,"[{'user_id': 'user_338', 'amount': np.float64(5.23)}, {'user_id': 'user_811', 'amount': np.float64(3.48)}, {'user_id': 'user_41', 'amount': np.float64(3.31)}]",12.02,USD,Gas Station 123,healthcare,2024-12-08T17:29:00,3,0
fraud_150,group_94,user_610,"[{'user_id': 'user_230', 'amount': 116.77}]",116.77,USD,Electronics Store VWX,entertainment,2024-10-18T10:46:00,1,1
exp_1296,group_3,user_414,"[{'user_id': 'user_414', 'amount': np.float64(2.58)}, {'user_id': 'user_506', 'amount': np.float64(2.42)}]",5.0,USD,Restaurant ABC,accommodation,2025-04-06T10:47:00,2,0
exp_2493,group_88,user_327,"[{'user_id': 'user_327', 'amount': np.float64(6.56)}, {'user_id': 'user_556', 'amount': np.float64(7.61)}]",14.17,USD,Coffee Shop DEF,entertainment,2025-08-11T07:15:00,2,0
exp_5316,group_97,user_588,"[{'user_id': 'user_588', 'amount': np.float64(16.84)}, {'user_id': 'user_407', 'amount': np.float64(14.72)}]",31.56,USD,Taxi Service PQR,entertainment,2025-03-13T23:27:00,2,0
exp_1176,group_24,user_904,"[{'user_id': 'user_904', 'amount': np.float64(12.94)}, {'user_id': 'user_837', 'amount': np.float64(19.02)}]",31.96,USD,Grocery Store XYZ,accommodation,2025-09-13T17:20:00,2,0
exp_2895,group_35,user_951,"[{'user_id': 'user_951', 'amount': np.float64(2.83)}, {'user_id': 'user_235', 'amount': np.float64(2.17)}]",5.0,USD,Restaurant ABC,travel,2024-11-01T08:01:00,2,0
exp_2477,group_20,user_19,"[{'user_id': 'user_19', 'amount': np.float64(95.51)}, {'user_id': 'user_58', 'amount': np.float64(96.31)}]",191.82,AUD,Coffee Shop DEF,accommodation,2025-06-13T15:11:00,2,0
exp_3532,group_63,user_633,"[{'user_id': 'user_633', 'amount': np.float64(8.19)}, {'user_id': 'user_947', 'amount': np.float64(7.04)}]",15.23,CAD,Grocery Store XYZ,food,2025-09-12T20:23:00,2,0
exp_2965,group_58,user_271,"[{'user_id': 'user_271', 'amount': np.float64(15.75)}, {'user_id': 'user_476', 'amount': np.float64(18.52)}]",34.27,USD,Taxi Service PQR,groceries,2024-12-02T12:22:00,2,0
exp_5613,group_7,user_919,"[{'user_id': 'user_919', 'amount': np.float64(2.05)}, {'user_id': 'user_901', 'amount': np.float64(2.95)}]",5.0,AUD,Grocery Store XYZ,food,2024-11-23T12:40:00,2,0
exp_6584,group_80,user_748,"[{'user_id': 'user_748', 'amount': np.float64(7.21)}, {'user_id': 'user_159', 'amount': np.float64(5.66)}, {'user_id': 'user_40', 'amount': np.float64(6.8)}]",19.67,GBP,Pharmacy STU,shopping,2024-12-10T17:39:00,3,0
exp_5690,group_41,user_595,"[{'user_id': 'user_595', 'amount': np.float64(3.73)}, {'user_id': 'user_435', 'amount': np.float64(3.23)}]",6.96,GBP,Gas Station 123,travel,2025-05-23T17:25:00,2,0
exp_6458,group_54,user_279,"[{'user_id': 'user_279', 'amount': np.float64(13.75)}, {'user_id': 'user_607', 'amount': np.float64(12.54)}]",26.29,USD,Restaurant ABC,transport,2025-09-18T13:20:00,2,0
exp_2988,group_31,user_404,"[{'user_id': 'user_404', 'amount': np.float64(4.18)}, {'user_id': 'user_413', 'amount': np.float64(3.26)}, {'user_id': 'user_203', 'amount': np.float64(3.55)}, {'user_id': 'user_315', 'amount': np.float64(2.92)}]",13.91,USD,Grocery Store XYZ,food,2025-01-06T09:54:00,4,0
exp_5173,group_25,user_952,"[{'user_id': 'user_952', 'amount': np.float64(9.96)}, {'user_id': 'user_787', 'amount': np.float64(8.37)}, {'user_id': 'user_392', 'amount': np.float64(11.25)}, {'user_id': 'user_139', 'amount': np.float64(10.51)}]",40.09,USD,Electronics Store VWX,groceries,2024-11-05T15:36:00,4,0
exp_3415,group_69,user_754,"[{'user_id': 'user_754', 'amount': np.float64(3.14)}, {'user_id': 'user_282', 'amount': np.float64(4.0)}]",7.14,USD,Online Store GHI,travel,2025-02-17T17:55:00,2,0
fraud_286,group_33,user_269,"[{'user_id': 'user_269', 'amount': 3460.91}, {'user_id': 'user_831', 'amount': np.float64(1483.25)}]",4944.16,USD,Luxury Hotel,food,2025-08-17T05:19:00,2,1
exp_3491,group_40,user_711,"[{'user_id': 'user_711', 'amount': np.float64(36.59)}, {'user_id': 'user_235', 'amount': np.float64(48.01)}]",84.6,USD,Coffee Shop DEF,food,2024-11-06T08:53:00,2,0
exp_3667,group_5,user_789,"[{'user_id': 'user_789', 'amount': np.float64(16.94)}, {'user_id': 'user_762', 'amount': np.float64(30.62)}, {'user_id': 'user_397', 'amount': np.float64(28.62)}, {'user_id': 'user_661', 'amount': np.float64(32.35)}]",108.53,USD,Restaurant ABC,food,2024-11-08T06:04:00,4,0
exp_6795,group_89,user_580,"[{'user_id': 'user_580', 'amount': np.float64(11.56)}, {'user_id': 'user_220', 'amount': np.float64(10.09)}]",21.65,USD,Gas Station 123,shopping,2025-09-01T14:18:00,2,0
exp_5338,group_26,user_962,"[{'user_id': 'user_962', 'amount': np.float64(18.3)}, {'user_id': 'user_798', 'amount': np.float64(16.51)}]",34.81,USD,Hotel JKL,food,2024-12-29T23:14:00,2,0
exp_2148,group_95,user_63,"[{'user_id': 'user_63', 'amount': np.float64(5.43)}, {'user_id': 'user_342', 'amount': np.float64(5.68)}]",11.11,CAD,Airline MNO,accommodation,2025-03-09T13:27:00,2,0
exp_3719,group_62,user_729,"[{'user_id': 'user_729', 'amount': np.float64(2.53)}, {'user_id': 'user_17', 'amount': np.float64(2.58)}, {'user_id': 'user_184', 'amount': np.float64(2.39)}, {'user_id': 'user_71', 'amount': np.float64(2.42)}]",9.92,USD,Airline MNO,healthcare,2024-12-22T13:15:00,4,0
exp_2158,group_55,user_406,"[{'user_id': 'user_406', 'amount': np.float64(6.13)}, {'user_id': 'user_244', 'amount': np.float64(8.6)}, {'user_id': 'user_785', 'amount': np.float64(7.52)}, {'user_id': 'user_440', 'amount': np.float64(8.82)}]",31.07,USD,Hotel JKL,food,2025-06-09T17:48:00,4,0
exp_4902,group_3,user_539,"[{'user_id': 'user_539', 'amount': np.float64(2.12)}, {'user_id': 'user_956', 'amount': np.float64(2.42)}, {'user_id': 'user_930', 'amount': np.float64(2.36)}, {'user_id': 'user_183', 'amount': np.float64(2.12)}]",9.02,USD,Taxi Service PQR,shopping,2025-09-23T01:24:00,4,0
exp_6053,group_42,user_386,"[{'user_id': 'user_386', 'amount': np.float64(1.66)}, {'user_id': 'user_655', 'amount': np.float64(1.75)}, {'user_id': 'user_259', 'amount': np.float64(1.59)}]",5.0,EUR,Online Store GHI,utilities,2025-06-04T10:45:00,3,0
exp_6264,group_49,user_472,"[{'user_id': 'user_472', 'amount': np.float64(9.17)}, {'user_id': 'user_119', 'amount': np.float64(6.57)}]",15.74,USD,Taxi Service PQR,healthcare,2025-01-05T12:21:00,2,0
exp_5998,group_79,user_691,"[{'user_id': 'user_691', 'amount': np.float64(82.22)}, {'user_id': 'user_383', 'amount': np.float64(90.45)}]",172.67,GBP,Gas Station 123,business,2025-02-21T15:43:00,2,0
exp_4836,group_76,user_151,"[{'user_id': 'user_151', 'amount': np.float64(4.3)}, {'user_id': 'user_230', 'amount': np.float64(4.74)}]",9.04,EUR,Grocery Store XYZ,transport,2025-08-25T13:10:00,2,0
exp_1928,group_34,user_954,"[{'user_id': 'user_954', 'amount': np.float64(8.94)}, {'user_id': 'user_447', 'amount': np.float64(9.1)}]",18.04,USD,Gas Station 123,healthcare,2025-06-21T13:47:00,2,0
exp_8680,group_25,user_341,"[{'user_id': 'user_341', 'amount': np.float64(1.71)}, {'user_id': 'user_969', 'amount': np.float64(1.72)}, {'user_id': 'user_95', 'amount': np.float64(1.57)}]",5.0,USD,Clothing Store YZ,groceries,2025-04-20T14:03:00,3,0
exp_5920,group_68,user_25,"[{'user_id': 'user_25', 'amount': np.float64(91.28)}, {'user_id': 'user_689', 'amount': np.float64(83.1)}, {'user_id': 'user_341', 'amount': np.float64(82.56)}]",256.94,USD,Gas Station 123,transport,2025-01-04T08:46:00,3,0
exp_6156,group_48,user_785,"[{'user_id': 'user_785', 'amount': np.float64(3.18)}, {'user_id': 'user_490', 'amount': np.float64(2.23)}]",5.41,USD,Coffee Shop DEF,healthcare,2025-06-21T18:06:00,2,0
exp_1750,group_36,user_26,"[{'user_id': 'user_26', 'amount': np.float64(5.96)}, {'user_id': 'user_994', 'amount': np.float64(7.89)}]",13.85,CAD,Hotel JKL,shopping,2025-01-29T16:13:00,2,0
exp_7230,group_72,user_565,"[{'user_id': 'user_565', 'amount': np.float64(47.57)}, {'user_id': 'user_517', 'amount': np.float64(37.79)}]",85.36,GBP,Hotel JKL,groceries,2024-09-26T15:40:00,2,0
exp_3521,group_98,user_512,"[{'user_id': 'user_512', 'amount': np.float64(14.43)}, {'user_id': 'user_509', 'amount': np.float64(13.47)}, {'user_id': 'user_821', 'amount': np.float64(14.05)}]",41.95,USD,Coffee Shop DEF,business,2025-05-22T07:01:00,3,0
exp_4072,group_98,user_319,"[{'user_id': 'user_319', 'amount': np.float64(24.42)}, {'user_id': 'user_248', 'amount': np.float64(26.79)}]",51.21,USD,Pharmacy STU,food,2025-06-09T12:22:00,2,0
exp_1509,group_89,user_611,"[{'user_id': 'user_611', 'amount': np.float64(3.54)}, {'user_id': 'user_723', 'amount': np.float64(3.85)}]",7.39,AUD,Electronics Store VWX,utilities,2025-07-15T17:02:00,2,0
exp_1322,group_10,user_54,"[{'user_id': 'user_54', 'amount': np.float64(2.33)}, {'user_id': 'user_970', 'amount': np.float64(2.67)}]",5.0,USD,Coffee Shop DEF,business,2025-06-15T15:12:00,2,0
exp_4932,group_96,user_66,"[{'user_id': 'user_66', 'amount': np.float64(35.07)}, {'user_id': 'user_243', 'amount': np.float64(27.11)}]",62.18,USD,Pharmacy STU,entertainment,2025-05-29T12:33:00,2,0
exp_3147,group_16,user_479,"[{'user_id': 'user_479', 'amount': np.float64(2.46)}, {'user_id': 'user_195', 'amount': np.float64(3.02)}]",5.48,USD,Electronics Store VWX,groceries,2024-10-05T15:16:00,2,0
exp_8204,group_69,user_521,"[{'user_id': 'user_521', 'amount': np.float64(2.36)}, {'user_id': 'user_914', 'amount': np.float64(2.09)}, {'user_id': 'user_805', 'amount': np.float64(2.81)}]",7.26,USD,Gas Station 123,transport,2024-11-02T14:16:00,3,0
exp_5795,group_26,user_522,"[{'user_id': 'user_522', 'amount': np.float64(2.0)}, {'user_id': 'user_585', 'amount': np.float64(1.63)}, {'user_id': 'user_957', 'amount': np.float64(1.37)}]",5.0,USD,Online Store GHI,healthcare,2024-12-17T13:56:00,3,0
exp_6470,group_4,user_257,"[{'user_id': 'user_257', 'amount': np.float64(10.88)}, {'user_id': 'user_771', 'amount': np.float64(7.52)}]",18.4,GBP,Online Store GHI,healthcare,2025-02-12T23:32:00,2,0
exp_7808,group_77,user_201,"[{'user_id': 'user_201', 'amount': np.float64(78.31)}, {'user_id': 'user_557', 'amount': np.float64(94.65)}]",172.96,USD,Airline MNO,entertainment,2024-12-26T17:26:00,2,0
